"Crop","Season","State","Area","Production","Annual_Rainfall","Fertilizer","Pesticide","Yield"
"Bajra","Kharif     ","Jammu and Kashmir","16045","9560","1032.1","1738315.3","3369.45","0.605"
"Jowar","Kharif     ","Jammu and Kashmir","5977","3586","1032.1","647548.18","1255.17","0.6"
"Maize","Kharif     ","Jammu and Kashmir","322699","492270","1032.1","34961209.66","67766.79","1.44"
"Moong(Green Gram)","Kharif     ","Jammu and Kashmir","1944","945","1032.1","210612.96","408.24","0.462222222"
"Other Kharif pulses","Kharif     ","Jammu and Kashmir","2989","1466","1032.1","323828.26","627.69","0.508888889"
"Rice","Kharif     ","Jammu and Kashmir","250044","492732","1032.1","27089766.96","52509.24","1.838333333"
"Urad","Kharif     ","Jammu and Kashmir","14354","5921","1032.1","1555112.36","3014.34","0.484444444"
"Bajra","Kharif     ","Odisha","3155","1609","1290.4","341812.7","662.55","0.499230769"
"Castor seed","Kharif     ","Odisha","11117","5670","1290.4","1204415.78","2334.57","0.461071429"
"Ginger","Kharif     ","Odisha","15674","30368","1290.4","1698121.16","3291.54","1.825666667"
"Jowar","Kharif     ","Odisha","10071","5451","1290.4","1091092.14","2114.91","0.5245"
"Small millets","Kharif     ","Odisha","24875","11098","1290.4","2694957.5","5223.75","0.453684211"
"Bajra","Kharif     ","Uttar Pradesh","878399","1335462","704","95165747.66","184463.79","1.386666667"
"Cotton(lint)","Kharif     ","Uttar Pradesh","5612","945","704","608004.08","1178.52","0.162777778"
"Groundnut","Kharif     ","Uttar Pradesh","95298","78428","704","10324585.32","20012.58","0.8035"
"Jowar","Kharif     ","Uttar Pradesh","243547","249206","704","26385881.98","51144.87","0.9465625"
"Maize","Kharif     ","Uttar Pradesh","841751","1294882","704","91195303.34","176767.71","1.431142857"
"Rice","Kharif     ","Uttar Pradesh","5934405","10749989","704","642933437.7","1246225.05","1.827714286"
"Sannhamp","Kharif     ","Uttar Pradesh","3254","901","704","352538.36","683.34","0.262244898"
"Sesamum","Kharif     ","Uttar Pradesh","125525","20030","704","13599378.5","26360.25","0.158208955"
"Small millets","Kharif     ","Uttar Pradesh","15937","5693","704","1726614.58","3346.77","0.322926829"
"Soyabean","Kharif     ","Uttar Pradesh","9306","3843","704","1008212.04","1954.26","0.462962963"
"Sugarcane","Kharif     ","Uttar Pradesh","2002320","121755620","704","216931348.8","420487.2","53.14528571"
"Bajra","Kharif     ","Jammu and Kashmir","13008","7778","1721.8","1559919.36","2731.68","0.5675"
"Barley","Kharif     ","Jammu and Kashmir","37","10","1721.8","4437.04","7.77","0.26"
"Cotton(lint)","Kharif     ","Jammu and Kashmir","35","18","1721.8","4197.2","7.35","0.5"
"Dry chillies","Kharif     ","Jammu and Kashmir","996","1006","1721.8","119440.32","209.16","0.94875"
"Ginger","Kharif     ","Jammu and Kashmir","38","45","1721.8","4556.96","7.98","1.325"
"Groundnut","Kharif     ","Jammu and Kashmir","34","17","1721.8","4077.28","7.14","0.5"
"Jowar","Kharif     ","Jammu and Kashmir","1419","440","1721.8","170166.48","297.99","0.483333333"
"Maize","Kharif     ","Jammu and Kashmir","320924","453450","1721.8","38485206.08","67394.04","1.325833333"
"Moong(Green Gram)","Kharif     ","Jammu and Kashmir","1782","850","1721.8","213697.44","374.22","0.503333333"
"Onion","Kharif     ","Jammu and Kashmir","94","82","1721.8","11272.48","19.74","0.966666667"
"Other Cereals","Kharif     ","Jammu and Kashmir","262","52","1721.8","31419.04","55.02","0.1825"
"Other Kharif pulses","Kharif     ","Jammu and Kashmir","1157","605","1721.8","138747.44","242.97","0.52125"
"Peas & beans (Pulses)","Kharif     ","Jammu and Kashmir","81","37","1721.8","9713.52","17.01","0.46"
"Potato","Kharif     ","Jammu and Kashmir","786","5762","1721.8","94257.12","165.06","5.429"
"Rapeseed &Mustard","Kharif     ","Jammu and Kashmir","3223","1289","1721.8","386502.16","676.83","0.4"
"Rice","Kharif     ","Jammu and Kashmir","259014","556774","1721.8","31060958.88","54392.94","2.040833333"
"Sannhamp","Kharif     ","Jammu and Kashmir","225","128","1721.8","26982","47.25","0.6375"
"Sesamum","Kharif     ","Jammu and Kashmir","2623","1179","1721.8","314550.16","550.83","0.436666667"
"Sugarcane","Kharif     ","Jammu and Kashmir","191","753","1721.8","22904.72","40.11","3.053333333"
"Tobacco","Kharif     ","Jammu and Kashmir","4","2","1721.8","479.68","0.84","0.325"
"Turmeric","Kharif     ","Jammu and Kashmir","12","12","1721.8","1439.04","2.52","1.005"
"Urad","Kharif     ","Jammu and Kashmir","15490","6511","1721.8","1857560.8","3252.9","0.487777778"
"Wheat","Kharif     ","Jammu and Kashmir","436","60","1721.8","52285.12","91.56","0.14"
"other oilseeds","Kharif     ","Jammu and Kashmir","20","9","1721.8","2398.4","4.2","0.415"
"Bajra","Kharif     ","Uttar Pradesh","869288","1246252","751.9","104245017","182550.48","1.311935484"
"Cotton(lint)","Kharif     ","Uttar Pradesh","4366","889","751.9","523570.72","916.86","0.185833333"
"Jowar","Kharif     ","Uttar Pradesh","227183","241858","751.9","27243785.36","47708.43","1.06203125"
"Maize","Kharif     ","Uttar Pradesh","810306","1040607","751.9","97171895.52","170164.26","1.291940299"
"Rice","Kharif     ","Uttar Pradesh","5571524","11119095","751.9","668137158.1","1170020.04","1.951714286"
"Sannhamp","Kharif     ","Uttar Pradesh","4224","1457","751.9","506542.08","887.04","0.342162162"
"Sesamum","Kharif     ","Uttar Pradesh","102225","18175","751.9","12258822","21467.25","0.170806452"
"Small millets","Kharif     ","Uttar Pradesh","20663","14011","751.9","2477906.96","4339.23","0.705483871"
"Soyabean","Kharif     ","Uttar Pradesh","3852","3016","751.9","461931.84","808.92","0.775"
"Sugarcane","Kharif     ","Uttar Pradesh","2155791","125469871","751.9","258522456.7","452716.11","48.78928571"
"Bajra","Kharif     ","Jammu and Kashmir","20775","12280","1786.5","2653175.25","4570.5","0.605"
"Barley","Kharif     ","Jammu and Kashmir","19","11","1786.5","2426.49","4.18","0.6"
"Cotton(lint)","Kharif     ","Jammu and Kashmir","42","22","1786.5","5363.82","9.24","0.5"
"Cowpea(Lobia)","Kharif     ","Jammu and Kashmir","1432","442","1786.5","182880.72","315.04","0.4"
"Dry chillies","Kharif     ","Jammu and Kashmir","560","577","1786.5","71517.6","123.2","0.972857143"
"Garlic","Kharif     ","Jammu and Kashmir","31","36","1786.5","3959.01","6.82","1.15"
"Ginger","Kharif     ","Jammu and Kashmir","4","7","1786.5","510.84","0.88","1.7"
"Groundnut","Kharif     ","Jammu and Kashmir","39","20","1786.5","4980.69","8.58","0.5"
"Horse-gram","Kharif     ","Jammu and Kashmir","2306","676","1786.5","294499.26","507.32","0.33"
"Maize","Kharif     ","Jammu and Kashmir","323598","486900","1786.5","41326700.58","71191.56","1.449166667"
"Moong(Green Gram)","Kharif     ","Jammu and Kashmir","1559","760","1786.5","199099.89","342.98","0.503333333"
"Moth","Kharif     ","Jammu and Kashmir","2396","1478","1786.5","305993.16","527.12","0.655"
"Other Cereals","Kharif     ","Jammu and Kashmir","4176","1491","1786.5","533316.96","918.72","0.508333333"
"Other Kharif pulses","Kharif     ","Jammu and Kashmir","4280","2975","1786.5","546598.8","941.6","0.591818182"
"Peas & beans (Pulses)","Kharif     ","Jammu and Kashmir","288","157","1786.5","36780.48","63.36","0.53"
"Potato","Kharif     ","Jammu and Kashmir","889","5962","1786.5","113534.19","195.58","6.66"
"Rice","Kharif     ","Jammu and Kashmir","252516","554258","1786.5","32248818.36","55553.52","2.060833333"
"Sannhamp","Kharif     ","Jammu and Kashmir","335","168","1786.5","42782.85","73.7","0.5"
"Sesamum","Kharif     ","Jammu and Kashmir","5412","2298","1786.5","691166.52","1190.64","0.4275"
"Sugarcane","Kharif     ","Jammu and Kashmir","159","777","1786.5","20305.89","34.98","3.053333333"
"Tobacco","Kharif     ","Jammu and Kashmir","20","7","1786.5","2554.2","4.4","0.35"
"Turmeric","Kharif     ","Jammu and Kashmir","6","6","1786.5","766.26","1.32","1.02"
"Urad","Kharif     ","Jammu and Kashmir","13836","5689","1786.5","1766995.56","3043.92","0.46125"
"other oilseeds","Kharif     ","Jammu and Kashmir","33","14","1786.5","4214.43","7.26","0.415"
"Bajra","Kharif     ","Delhi","1586","3013","677.5","211572.4","253.76","1.9"
"Barley","Kharif     ","Delhi","75","196","677.5","10005","12","2.61"
"Jowar","Kharif     ","Delhi","8837","8262","677.5","1178855.8","1413.92","0.93"
"Maize","Kharif     ","Delhi","69","126","677.5","9204.6","11.04","1.83"
"Other Kharif pulses","Kharif     ","Delhi","391","587","677.5","52159.4","62.56","1.5"
"Rice","Kharif     ","Delhi","7419","20946","677.5","989694.6","1187.04","2.82"
"Bajra","Kharif     ","Jammu and Kashmir","16816","9984","1042.2","2243254.4","2690.56","0.603333333"
"Barley","Kharif     ","Jammu and Kashmir","560","147","1042.2","74704","89.6","0.26"
"Cotton(lint)","Kharif     ","Jammu and Kashmir","64","33","1042.2","8537.6","10.24","0.5"
"Dry chillies","Kharif     ","Jammu and Kashmir","674","674","1042.2","89911.6","107.84","0.956363636"
"Garlic","Kharif     ","Jammu and Kashmir","103","78","1042.2","13740.2","16.48","0.75"
"Ginger","Kharif     ","Jammu and Kashmir","75","89","1042.2","10005","12","1.3"
"Groundnut","Kharif     ","Jammu and Kashmir","3","2","1042.2","400.2","0.48","0.5"
"Maize","Kharif     ","Jammu and Kashmir","302441","474484","1042.2","40345629.4","48390.56","1.377"
"Moong(Green Gram)","Kharif     ","Jammu and Kashmir","864","421","1042.2","115257.6","138.24","0.504285714"
"Onion","Kharif     ","Jammu and Kashmir","131","114","1042.2","17475.4","20.96","0.92"
"Other Cereals","Kharif     ","Jammu and Kashmir","122","35","1042.2","16274.8","19.52","0.4"
"Other Kharif pulses","Kharif     ","Jammu and Kashmir","1635","879","1042.2","218109","261.6","0.772307692"
"Peas & beans (Pulses)","Kharif     ","Jammu and Kashmir","278","158","1042.2","37085.2","44.48","0.565"
"Potato","Kharif     ","Jammu and Kashmir","1380","7727","1042.2","184092","220.8","4.94875"
"Rice","Kharif     ","Jammu and Kashmir","263246","561355","1042.2","35117016.4","42119.36","1.9745"
"Sannhamp","Kharif     ","Jammu and Kashmir","391","210","1042.2","52159.4","62.56","0.72"
"Sesamum","Kharif     ","Jammu and Kashmir","6199","2649","1042.2","826946.6","991.84","0.443333333"
"Sugarcane","Kharif     ","Jammu and Kashmir","69","221","1042.2","9204.6","11.04","3.65"
"Tobacco","Kharif     ","Jammu and Kashmir","6","2","1042.2","800.4","0.96","0.325"
"Turmeric","Kharif     ","Jammu and Kashmir","22","22","1042.2","2934.8","3.52","1.015"
"Urad","Kharif     ","Jammu and Kashmir","15687","6578","1042.2","2092645.8","2509.92","0.497142857"
"Wheat","Kharif     ","Jammu and Kashmir","20","2","1042.2","2668","3.2","0.12"
"other oilseeds","Kharif     ","Jammu and Kashmir","232","100","1042.2","30948.8","37.12","0.43"
"Bajra","Kharif     ","Delhi","1549","2943","614.6","221568.96","139.41","1.9"
"Barley","Kharif     ","Delhi","72","202","614.6","10298.88","6.48","2.81"
"Jowar","Kharif     ","Delhi","8238","7950","614.6","1178363.52","741.42","0.97"
"Maize","Kharif     ","Delhi","54","99","614.6","7724.16","4.86","1.83"
"Rice","Kharif     ","Delhi","7039","19873","614.6","1006858.56","633.51","2.82"
"Bajra","Kharif     ","Delhi","1586","2979","528.4","247130.52","269.62","1.88"
"Barley","Kharif     ","Delhi","76","214","528.4","11842.32","12.92","2.82"
"Jowar","Kharif     ","Delhi","3280","3168","528.4","511089.6","557.6","0.97"
"Maize","Kharif     ","Delhi","48","1054","528.4","7479.36","8.16","21.96"
"Rice","Kharif     ","Delhi","6821","19008","528.4","1062848.22","1159.57","2.79"
"Bajra","Kharif     ","Jammu and Kashmir","17402","10388","751.7","2711579.64","2958.34","0.603333333"
"Barley","Kharif     ","Jammu and Kashmir","153","40","751.7","23840.46","26.01","0.26"
"Cotton(lint)","Kharif     ","Jammu and Kashmir","17","9","751.7","2648.94","2.89","0.555"
"Dry chillies","Kharif     ","Jammu and Kashmir","603","614","751.7","93959.46","102.51","0.973636364"
"Garlic","Kharif     ","Jammu and Kashmir","114","86","751.7","17763.48","19.38","0.755"
"Ginger","Kharif     ","Jammu and Kashmir","37","50","751.7","5765.34","6.29","1.346666667"
"Groundnut","Kharif     ","Jammu and Kashmir","3","2","751.7","467.46","0.51","0.625"
"Horse-gram","Kharif     ","Jammu and Kashmir","1773","514","751.7","276268.86","301.41","0.344285714"
"Maize","Kharif     ","Jammu and Kashmir","311022","486988","751.7","48463448.04","52873.74","1.507"
"Masoor","Kharif     ","Jammu and Kashmir","1001","554","751.7","155975.82","170.17","0.6"
"Moong(Green Gram)","Kharif     ","Jammu and Kashmir","890","410","751.7","138679.8","151.3","0.512222222"
"Moth","Kharif     ","Jammu and Kashmir","2806","1607","751.7","437230.92","477.02","0.650909091"
"Onion","Kharif     ","Jammu and Kashmir","249","214","751.7","38799.18","42.33","1.027142857"
"Other Cereals","Kharif     ","Jammu and Kashmir","3329","1237","751.7","518724.78","565.93","0.40625"
"Other Kharif pulses","Kharif     ","Jammu and Kashmir","5595","6616","751.7","871812.9","951.15","0.807777778"
"Peas & beans (Pulses)","Kharif     ","Jammu and Kashmir","251","141","751.7","39110.82","42.67","0.53"
"Potato","Kharif     ","Jammu and Kashmir","1098","7684","751.7","171090.36","186.66","6.574615385"
"Rice","Kharif     ","Jammu and Kashmir","259892","500880","751.7","40496371.44","44181.64","1.859"
"Sannhamp","Kharif     ","Jammu and Kashmir","148","81","751.7","23061.36","25.16","0.65"
"Sesamum","Kharif     ","Jammu and Kashmir","4624","2031","751.7","720511.68","786.08","0.443333333"
"Sugarcane","Kharif     ","Jammu and Kashmir","1","2","751.7","155.82","0.17","1.5"
"Tobacco","Kharif     ","Jammu and Kashmir","11","4","751.7","1714.02","1.87","0.37"
"Turmeric","Kharif     ","Jammu and Kashmir","11","11","751.7","1714.02","1.87","1.055"
"Urad","Kharif     ","Jammu and Kashmir","15747","5676","751.7","2453697.54","2676.99","0.453846154"
"other oilseeds","Kharif     ","Jammu and Kashmir","147","66","751.7","22905.54","24.99","0.45"
"Bajra","Kharif     ","Delhi","1531","2876","989.5","254314.41","367.44","1.88"
"Barley","Kharif     ","Delhi","70","197","989.5","11627.7","16.8","2.81"
"Jowar","Kharif     ","Delhi","3341","3227","989.5","554973.51","801.84","0.97"
"Maize","Kharif     ","Delhi","40","878","989.5","6644.4","9.6","21.95"
"Rice","Kharif     ","Delhi","6848","19083","989.5","1137521.28","1643.52","2.79"
"Bajra","Kharif     ","Delhi","1439","2689","641.3954545","241061.28","474.87","1.87"
"Barley","Kharif     ","Delhi","66","195","641.3954545","11056.32","21.78","2.95"
"Jowar","Kharif     ","Delhi","3140","3032","641.3954545","526012.8","1036.2","0.97"
"Maize","Kharif     ","Delhi","38","843","641.3954545","6365.76","12.54","22.18"
"Rice","Kharif     ","Delhi","7248","20198","641.3954545","1214184.96","2391.84","2.79"
"Bajra","Kharif     ","Jammu and Kashmir","18926","11192","887.6","3170483.52","6245.58","0.568571429"
"Barley","Kharif     ","Jammu and Kashmir","29","11","887.6","4858.08","9.57","0.34"
"Cotton(lint)","Kharif     ","Jammu and Kashmir","13","7","887.6","2177.76","4.29","0.57"
"Cowpea(Lobia)","Kharif     ","Jammu and Kashmir","32","16","887.6","5360.64","10.56","0.5"
"Dry chillies","Kharif     ","Jammu and Kashmir","564","545","887.6","94481.28","186.12","0.95"
"Garlic","Kharif     ","Jammu and Kashmir","18","14","887.6","3015.36","5.94","0.76"
"Ginger","Kharif     ","Jammu and Kashmir","32","43","887.6","5360.64","10.56","1.353333333"
"Groundnut","Kharif     ","Jammu and Kashmir","5","3","887.6","837.6","1.65","0.66"
"Horse-gram","Kharif     ","Jammu and Kashmir","957","282","887.6","160316.64","315.81","0.343333333"
"Linseed","Kharif     ","Jammu and Kashmir","8","5","887.6","1340.16","2.64","0.56"
"Maize","Kharif     ","Jammu and Kashmir","314034","504995","887.6","52606975.68","103631.22","1.4925"
"Masoor","Kharif     ","Jammu and Kashmir","686","379","887.6","114918.72","226.38","0.65"
"Moong(Green Gram)","Kharif     ","Jammu and Kashmir","1498","874","887.6","250944.96","494.34","0.646363636"
"Moth","Kharif     ","Jammu and Kashmir","2795","1616","887.6","468218.4","922.35","0.663846154"
"Onion","Kharif     ","Jammu and Kashmir","144","128","887.6","24122.88","47.52","0.9325"
"Other Cereals","Kharif     ","Jammu and Kashmir","390","199","887.6","65332.8","128.7","0.536666667"
"Other Kharif pulses","Kharif     ","Jammu and Kashmir","3990","2849","887.6","668404.8","1316.7","0.945294118"
"Peas & beans (Pulses)","Kharif     ","Jammu and Kashmir","183","988","887.6","30656.16","60.39","2.31"
"Potato","Kharif     ","Jammu and Kashmir","1015","7416","887.6","170032.8","334.95","7.66125"
"Rice","Kharif     ","Jammu and Kashmir","262169","544396","887.6","43918550.88","86515.77","2.0225"
"Sannhamp","Kharif     ","Jammu and Kashmir","86","61","887.6","14406.72","28.38","0.742"
"Sesamum","Kharif     ","Jammu and Kashmir","4346","1915","887.6","728041.92","1434.18","0.445"
"Small millets","Kharif     ","Jammu and Kashmir","3929","1747","887.6","658186.08","1296.57","0.43875"
"Sugarcane","Kharif     ","Jammu and Kashmir","19","29","887.6","3182.88","6.27","1.5"
"Tobacco","Kharif     ","Jammu and Kashmir","2","1","887.6","335.04","0.66","0.4"
"Turmeric","Kharif     ","Jammu and Kashmir","13","13","887.6","2177.76","4.29","1.036666667"
"Urad","Kharif     ","Jammu and Kashmir","15022","5175","887.6","2516485.44","4957.26","0.448333333"
"Bajra","Kharif     ","Delhi","1519","3815","451.9","229065.2","470.89","2.51"
"Barley","Kharif     ","Delhi","65","183","451.9","9802","20.15","2.82"
"Jowar","Kharif     ","Delhi","3319","3008","451.9","500505.2","1028.89","0.91"
"Maize","Kharif     ","Delhi","37","828","451.9","5579.6","11.47","22.38"
"Rice","Kharif     ","Delhi","6068","19768","451.9","915054.4","1881.08","3.26"
"Bajra","Kharif     ","Jammu and Kashmir","19538","11693","1116.7","2946330.4","6056.78","0.604285714"
"Barley","Kharif     ","Jammu and Kashmir","36","12","1116.7","5428.8","11.16","0.32"
"Dry chillies","Kharif     ","Jammu and Kashmir","706","683","1116.7","106464.8","218.86","0.931"
"Garlic","Kharif     ","Jammu and Kashmir","2","2","1116.7","301.6","0.62","0.75"
"Ginger","Kharif     ","Jammu and Kashmir","26","35","1116.7","3920.8","8.06","1.315"
"Groundnut","Kharif     ","Jammu and Kashmir","4","3","1116.7","603.2","1.24","0.65"
"Horse-gram","Kharif     ","Jammu and Kashmir","1165","362","1116.7","175682","361.15","0.337142857"
"Maize","Kharif     ","Jammu and Kashmir","310909","512296","1116.7","46885077.2","96381.79","1.407"
"Masoor","Kharif     ","Jammu and Kashmir","344","207","1116.7","51875.2","106.64","0.6"
"Moong(Green Gram)","Kharif     ","Jammu and Kashmir","1561","836","1116.7","235398.8","483.91","0.639230769"
"Moth","Kharif     ","Jammu and Kashmir","2823","1615","1116.7","425708.4","875.13","0.66"
"Onion","Kharif     ","Jammu and Kashmir","86","76","1116.7","12968.8","26.66","0.94"
"Other Cereals","Kharif     ","Jammu and Kashmir","375","181","1116.7","56550","116.25","0.425"
"Other Kharif pulses","Kharif     ","Jammu and Kashmir","4539","3075","1116.7","684481.2","1407.09","0.884705882"
"Peas & beans (Pulses)","Kharif     ","Jammu and Kashmir","165","991","1116.7","24882","51.15","6.005"
"Potato","Kharif     ","Jammu and Kashmir","1225","10346","1116.7","184730","379.75","10.75"
"Rice","Kharif     ","Jammu and Kashmir","261663","545186","1116.7","39458780.4","81115.53","1.8875"
"Sannhamp","Kharif     ","Jammu and Kashmir","55","40","1116.7","8294","17.05","0.744"
"Sesamum","Kharif     ","Jammu and Kashmir","4788","2090","1116.7","722030.4","1484.28","0.445"
"Small millets","Kharif     ","Jammu and Kashmir","3928","1832","1116.7","592342.4","1217.68","0.50125"
"Sugarcane","Kharif     ","Jammu and Kashmir","22","33","1116.7","3317.6","6.82","1.495"
"Tobacco","Kharif     ","Jammu and Kashmir","1","0","1116.7","150.8","0.31","0.4"
"Turmeric","Kharif     ","Jammu and Kashmir","11","11","1116.7","1658.8","3.41","1.0575"
"Urad","Kharif     ","Jammu and Kashmir","14010","5423","1116.7","2112708","4343.1","0.447692308"
"other oilseeds","Kharif     ","Jammu and Kashmir","9","5","1116.7","1357.2","2.79","0.57"
"Bajra","Kharif     ","Puducherry","9","27","1098.3","1357.2","2.79","3"
"Banana","Kharif     ","Puducherry","265","10901","1098.3","39962","82.15","30.195"
"Cashewnut","Kharif     ","Puducherry","144","52","1098.3","21715.2","44.64","0.395"
"Dry chillies","Kharif     ","Puducherry","1","2","1098.3","150.8","0.31","2"
"Groundnut","Kharif     ","Puducherry","6","17","1098.3","904.8","1.86","2.83"
"Jowar","Kharif     ","Puducherry","2","4","1098.3","301.6","0.62","2"
"Ragi","Kharif     ","Puducherry","16","37","1098.3","2412.8","4.96","2.31"
"Rice","Kharif     ","Puducherry","3559","11637","1098.3","536697.2","1103.29","3.076666667"
"Sesamum","Kharif     ","Puducherry","4","3","1098.3","603.2","1.24","0.75"
"Sugarcane","Kharif     ","Puducherry","2027","304516","1098.3","305671.6","628.37","150.23"
"Sweet potato","Kharif     ","Puducherry","2","24","1098.3","301.6","0.62","12"
"Tapioca","Kharif     ","Puducherry","181","4319","1098.3","27294.8","56.11","23.86"
"Urad","Kharif     ","Puducherry","4","4","1098.3","603.2","1.24","1"
"Bajra","Kharif     ","Delhi","1519","3815","706.8","219480.31","410.13","2.51"
"Barley","Kharif     ","Delhi","65","183","706.8","9391.85","17.55","2.82"
"Jowar","Kharif     ","Delhi","3319","3008","706.8","479562.31","896.13","0.91"
"Maize","Kharif     ","Delhi","37","828","706.8","5346.13","9.99","22.38"
"Rice","Kharif     ","Delhi","6068","19768","706.8","876765.32","1638.36","3.26"
"Bajra","Kharif     ","Puducherry","12","31","1083.2","1733.88","3.24","2.58"
"Banana","Kharif     ","Puducherry","224","7172","1083.2","32365.76","60.48","20.655"
"Cashewnut","Kharif     ","Puducherry","147","53","1083.2","21240.03","39.69","0.425"
"Dry chillies","Kharif     ","Puducherry","1","4","1083.2","144.49","0.27","4"
"Groundnut","Kharif     ","Puducherry","5","15","1083.2","722.45","1.35","3"
"Jowar","Kharif     ","Puducherry","1","2","1083.2","144.49","0.27","2"
"Onion","Kharif     ","Puducherry","1","18","1083.2","144.49","0.27","18"
"Ragi","Kharif     ","Puducherry","19","36","1083.2","2745.31","5.13","1.89"
"Rice","Kharif     ","Puducherry","3671","12091","1083.2","530422.79","991.17","2.696666667"
"Sesamum","Kharif     ","Puducherry","11","8","1083.2","1589.39","2.97","0.73"
"Small millets","Kharif     ","Puducherry","3","3","1083.2","433.47","0.81","1"
"Sugarcane","Kharif     ","Puducherry","2024","304066","1083.2","292447.76","546.48","150.23"
"Sweet potato","Kharif     ","Puducherry","1","9","1083.2","144.49","0.27","9"
"Tapioca","Kharif     ","Puducherry","166","4980","1083.2","23985.34","44.82","30"
"Urad","Kharif     ","Puducherry","3","2","1083.2","433.47","0.81","0.67"
"Bajra","Kharif     ","Delhi","1520","3817","416.4","229459.2","501.6","2.51"
"Barley","Kharif     ","Delhi","64","186","416.4","9661.44","21.12","2.91"
"Jowar","Kharif     ","Delhi","3242","2937","416.4","489412.32","1069.86","0.91"
"Maize","Kharif     ","Delhi","35","783","416.4","5283.6","11.55","22.37"
"Rice","Kharif     ","Delhi","6035","17269","416.4","911043.6","1991.55","2.86"
"Bajra","Kharif     ","Jammu and Kashmir","15797","9395","1278.4","2384715.12","5213.01","0.558571429"
"Barley","Kharif     ","Jammu and Kashmir","27","10","1278.4","4075.92","8.91","0.35"
"Dry chillies","Kharif     ","Jammu and Kashmir","623","347","1278.4","94048.08","205.59","0.67125"
"Ginger","Kharif     ","Jammu and Kashmir","21","30","1278.4","3170.16","6.93","1.353333333"
"Maize","Kharif     ","Jammu and Kashmir","297496","359960","1278.4","44909996.16","98173.68","1.048421053"
"Masoor","Kharif     ","Jammu and Kashmir","16","8","1278.4","2415.36","5.28","0.51"
"Moong(Green Gram)","Kharif     ","Jammu and Kashmir","1583","285","1278.4","238969.68","522.39","0.585714286"
"Onion","Kharif     ","Jammu and Kashmir","110","99","1278.4","16605.6","36.3","0.84"
"Other Cereals","Kharif     ","Jammu and Kashmir","519","213","1278.4","78348.24","171.27","0.517142857"
"Other Kharif pulses","Kharif     ","Jammu and Kashmir","546","433","1278.4","82424.16","180.18","1.648333333"
"Peas & beans (Pulses)","Kharif     ","Jammu and Kashmir","48","21","1278.4","7246.08","15.84","0.46"
"Potato","Kharif     ","Jammu and Kashmir","1792","17412","1278.4","270520.32","591.36","8.44625"
"Rapeseed &Mustard","Kharif     ","Jammu and Kashmir","21","37","1278.4","3170.16","6.93","1.74"
"Rice","Kharif     ","Jammu and Kashmir","275861","344823","1278.4","41643976.56","91034.13","1.098947368"
"Sannhamp","Kharif     ","Jammu and Kashmir","30","19","1278.4","4528.8","9.9","0.6"
"Sesamum","Kharif     ","Jammu and Kashmir","3804","1566","1278.4","574251.84","1255.32","0.414"
"Sugarcane","Kharif     ","Jammu and Kashmir","1305","1958","1278.4","197002.8","430.65","1.5"
"Tobacco","Kharif     ","Jammu and Kashmir","1","0","1278.4","150.96","0.33","0.4"
"Turmeric","Kharif     ","Jammu and Kashmir","12","12","1278.4","1811.52","3.96","1.04"
"Urad","Kharif     ","Jammu and Kashmir","13063","4321","1278.4","1971990.48","4310.79","0.304"
"Bajra","Kharif     ","Puducherry","6","11","1330","905.76","1.98","1.83"
"Banana","Kharif     ","Puducherry","250","7321","1330","37740","82.5","24.245"
"Cashewnut","Kharif     ","Puducherry","144","44","1330","21738.24","47.52","0.4"
"Dry chillies","Kharif     ","Puducherry","20","18","1330","3019.2","6.6","0.9"
"Groundnut","Kharif     ","Puducherry","8","24","1330","1207.68","2.64","3"
"Jowar","Kharif     ","Puducherry","2","3","1330","301.92","0.66","1.5"
"Onion","Kharif     ","Puducherry","1","9","1330","150.96","0.33","9"
"Ragi","Kharif     ","Puducherry","12","28","1330","1811.52","3.96","2.18"
"Rice","Kharif     ","Puducherry","3643","11821","1330","549947.28","1202.19","2.936666667"
"Sesamum","Kharif     ","Puducherry","3","2","1330","452.88","0.99","0.67"
"Sugarcane","Kharif     ","Puducherry","1921","316965","1330","289994.16","633.93","165"
"Sweet potato","Kharif     ","Puducherry","4","60","1330","603.84","1.32","15"
"Tapioca","Kharif     ","Puducherry","188","4782","1330","28380.48","62.04","25.44"
"Urad","Kharif     ","Puducherry","9","7","1330","1358.64","2.97","0.78"
"Bajra","Kharif     ","Delhi","1482","3256","757.7","234022.62","489.06","2.2"
"Barley","Kharif     ","Delhi","62","181","757.7","9790.42","20.46","2.92"
"Jowar","Kharif     ","Delhi","3161","3034","757.7","499153.51","1043.13","0.96"
"Maize","Kharif     ","Delhi","34","174","757.7","5368.94","11.22","5.12"
"Rice","Kharif     ","Delhi","5884","16837","757.7","929142.44","1941.72","2.86"
"Bajra","Kharif     ","Jammu and Kashmir","8897","5305","1572.6","1404925.27","2936.01","0.604"
"Barley","Kharif     ","Jammu and Kashmir","127","45","1572.6","20054.57","41.91","0.35"
"Cotton(lint)","Kharif     ","Jammu and Kashmir","2","1","1572.6","315.82","0.66","0.5"
"Cowpea(Lobia)","Kharif     ","Jammu and Kashmir","254","51","1572.6","40109.14","83.82","0.2"
"Dry chillies","Kharif     ","Jammu and Kashmir","567","485","1572.6","89534.97","187.11","0.905555556"
"Ginger","Kharif     ","Jammu and Kashmir","9","20","1572.6","1421.19","2.97","2.175"
